Bureau of Justice Statistics,,,,,,,,,,,,,,,
Filename: p17t04.csv,,,,,,,,,,,,,,,
"Table 4. Sentenced prisoners under the jurisdiction of state or federal correctional authorities, by sex, 2016 and 2017",,,,,,,,,,,,,,,
Report title: Prisoners in 2017  NCJ 252156,,,,,,,,,,,,,,,
"Data source: Bureau of Justice Statistics, National Prisoner Statistics, 2016 and 2017.",,,,,,,,,,,,,,,
"Authors: Jennifer Bronson, Ph.D., and E. Ann Carson, Ph.D., BJS Statisticians",,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov or 202-307-0765 ,,,,,,,,,,,,,,,
Date of version: 4/25/2019,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Table 4. Sentenced prisoners under the jurisdiction of state or federal correctional authorities, by sex, 2016 and 2017",,,,,,,,,,,,,,,
,,2016,,,,2017,,,,"Percent change, 2016–2017",,,,,
Jurisdiction,,Total,Male,Female,,Total,Male,Female,,Total,,Male,,Female,
,U.S. total,"1,459,948","1,354,109","105,839",,"1,439,808","1,334,775","105,033",,-1.4,%,-1.4,%,-0.8,%
Federal/a,,"171,482","160,090","11,392",,"166,203","154,931","11,272",,-3.1,%,-3.2,%,-1.1,%
State/b,,"1,288,466","1,194,019","94,447",,"1,273,605","1,179,844","93,761",,-1.2,%,-1.2,%,-0.7,%
,Alabama,"27,799","25,593","2,206",,"23,724","21,968","1,756",,-14.7,,-14.2,,-20.4,
,Alaska/c,"2,089","1,982",107,,"1,905","1,828",77,,-8.8,,-7.8,,-28,
,Arizona,"40,849","37,131","3,718",,"40,263","36,543","3,720",,-1.4,,-1.6,,0.1,
,Arkansas,"17,476","16,111","1,365",,"18,028","16,617","1,411",,3.2,,3.1,,3.4,
,California/d,"129,080","123,261","5,819",,"129,920","124,127","5,793",,0.7,,0.7,,-0.4,
,Colorado,"19,862","17,963","1,899",,"19,824","17,925","1,899",,-0.2,,-0.2,,0,
,Connecticut/c,"10,365","9,804",561,,"9,626","9,142",484,,-7.1,,-6.8,,-13.7,
,Delaware/c,"4,090","3,889",201,,"4,066","3,882",184,,-0.6,,-0.2,,-8.5,
,Florida,"99,974","93,111","6,863",,"98,504","91,779","6,725",,-1.5,,-1.4,,-2,
,Georgia,"53,064","49,324","3,740",,"53,094","49,315","3,779",,0.1,,0,,1,
,Hawaii/c,"3,629","3,271",358,,"3,425","3,154",271,,-5.6,,-3.6,,-24.3,
,Idaho,"7,376","6,416",960,,"7,752","6,761",991,,5.1,,5.4,,3.2,
,Illinois,"43,657","41,044","2,613",,"41,427","39,148","2,279",,-5.1,,-4.6,,-12.8,
,Indiana,"25,530","23,325","2,205",,"26,001","23,587","2,414",,1.8,,1.1,,9.5,
,Iowa,"8,998","8,181",817,,"8,999","8,197",802,,0,,0.2,,-1.8,
,Kansas,"9,628","8,831",797,,"9,687","8,846",841,,0.6,,0.2,,5.5,
,Kentucky,"23,018","20,077","2,941",,"23,539","20,518","3,021",,2.3,,2.2,,2.7,
,Louisiana,"35,646","33,665","1,981",,"33,706","31,749","1,957",,-5.4,,-5.7,,-1.2,
,Maine,"1,828","1,675",153,,"1,795","1,643",152,,-1.8,,-1.9,,-0.7,
,Maryland,"19,821","19,010",811,,"19,232","18,399",833,,-3,,-3.2,,2.7,
,Massachusetts,"8,494","8,140",354,,"8,286","7,976",310,,-2.4,,-2,,-12.4,
,Michigan,"41,122","38,880","2,242",,"39,666","37,515","2,151",,-3.5,,-3.5,,-4.1,
,Minnesota,"10,592","9,818",774,,"10,708","9,974",734,,1.1,,1.6,,-5.2,
,Mississippi,"18,666","17,397","1,269",,"18,471","17,184","1,287",,-1,,-1.2,,1.4,
,Missouri,"32,461","29,124","3,337",,"32,592","29,197","3,395",,0.4,,0.3,,1.7,
,Montana,"3,814","3,405",409,,"3,698","3,282",416,,-3,,-3.6,,1.7,
,Nebraska,"5,235","4,825",410,,"5,257","4,837",420,,0.4,,0.2,,2.4,
,Nevada,"13,637","12,403","1,234",,"13,671","12,405","1,266",,0.2,,0,,2.6,
,New Hampshire,"2,818","2,591",227,,"2,750","2,524",226,,-2.4,,-2.6,,-0.4,
,New Jersey,"19,786","18,952",834,,"19,585","18,811",774,,-1,,-0.7,,-7.2,
,New Mexico/e,"6,972","6,276",696,,"7,189","6,422",767,,:,,:,,:,
,New York,"50,620","48,356","2,264",,"49,360","47,103","2,257",,-2.5,,-2.6,,-0.3,
,North Carolina,"34,596","32,085","2,511",,"35,283","32,649","2,634",,2,,1.8,,4.9,
,"North Dakota/e,f","1,779","1,568",211,,"1,711","1,514",197,,:,,:,,:,
,Ohio,"52,175","47,581","4,594",,"51,478","47,052","4,426",,-1.3,,-1.1,,-3.7,
