Bureau of Justice Statistics,,,,,,,,,,,,,,,
Filename: p14t02.csv,,,,,,,,,,,,,,,
"Table 2. Prisoners under jurisdiction of state or federal correctional authorities, by sex, December 31, 2013 and 2014",,,,,,,,,,,,,,,
Report title: Prisoners in 2014 NCJ 248955,,,,,,,,,,,,,,,
Data source(s): National Prisoner Statistics Program,,,,,,,,,,,,,,,
Author(s): E. Ann Carson,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov or 202-307-0765 ,,,,,,,,,,,,,,,
Date of version: 09/08/2015,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Table 2. Prisoners under jurisdiction of state or federal correctional authorities, by sex, December 31, 2013 and 2014",,,,,,,,,,,,,,,
,,2013,,,,2014,,,,"Percent change, 2013–2014",,,,,
Jurisdiction,,Total,Male,Female,,Total,Male,Female,,Total,,Male,,Female,
,U.S. tota/la,"1,576,950","1,465,592","111,358",,"1,561,525","1,448,564","112,961",,-1,%,-1.2,%,1.4,%
Federal/b,,"215,866","201,697","14,169",,"210,567","196,568","13,999",,-2.5,%,-2.5,%,-1.2,%
State/a,,"1,361,084","1,263,895","97,189",,"1,350,958","1,251,996","98,962",,-0.7,%,-0.9,%,1.8,%
,Alabama/c,"32,381","29,660","2,721",,"31,771","29,182","2,589",,-1.9,,-1.6,,-4.9,
,"Alaska/d,e,f","5,081","4,450",631,,"5,216","4,568",648,,:,,:,,:,
,Arizona/c,"41,177","37,402","3,775",,"42,259","38,295","3,964",,2.6,,2.4,,5,
,Arkansas,"17,235","15,904","1,331",,"17,874","16,476","1,398",,3.7,,3.6,,5,
,California,"135,981","129,684","6,297",,"136,088","129,706","6,382",,0.1,,0,,1.3,
,Colorado,"20,371","18,556","1,815",,"20,646","18,738","1,908",,1.3,,1,,5.1,
,"Connecticut/f,g","17,563","16,328","1,235",,"16,636","15,510","1,126",,:,,:,,:,
,Delaware/f,"7,004","6,405",599,,"6,955","6,361",594,,-0.7,,-0.7,,-0.8,
,Florida,"103,028","95,757","7,271",,"102,870","95,567","7,303",,-0.2,,-0.2,,0.4,
,Georgia,"54,004","50,445","3,559",,"52,949","49,438","3,511",,-2,,-2,,-1.3,
,Hawaii/f,"5,632","4,972",660,,"5,866","5,198",668,,4.2,,4.5,,1.2,
,Idaho/c,"8,242","7,176","1,066",,"8,117","7,080","1,037",,-1.5,,-1.3,,-2.7,
,Illinois,"48,653","45,737","2,916",,"48,278","45,390","2,888",,-0.8,,-0.8,,-1,
,Indiana,"29,913","27,078","2,835",,"29,271","26,396","2,875",,-2.1,,-2.5,,1.4,
,Iowa,"8,697","7,983",714,,"8,838","8,086",752,,1.6,,1.3,,5.3,
,"Kansas/c,g","9,763","9,026",737,,"9,663","8,881",782,,:,,:,,:,
,Kentucky,"21,030","18,717","2,313",,"21,657","19,084","2,573",,3,,2,,11.2,
,Louisiana,"39,299","37,071","2,228",,"38,030","35,955","2,075",,-3.2,,-3,,-6.9,
,Maine,"2,173","2,013",160,,"2,242","2,063",179,,3.2,,2.5,,11.9,
,Maryland,"21,335","20,410",925,,"21,011","20,100",911,,-1.5,,-1.5,,-1.5,
,Massachusetts,"10,950","10,143",807,,"10,713","9,985",728,,-2.2,,-1.6,,-9.8,
,Michigan,"43,759","41,700","2,059",,"43,390","41,267","2,123",,-0.8,,-1,,3.1,
,Minnesota,"10,289","9,566",723,,"10,637","9,901",736,,3.4,,3.5,,1.8,
,Mississippi,"21,969","20,352","1,617",,"18,793","17,448","1,345",,-14.5,,-14.3,,-16.8,
,Missouri,"31,537","28,755","2,782",,"31,942","28,836","3,106",,1.3,,0.3,,11.6,
,Montana,"3,642","3,230",412,,"3,699","3,311",388,,1.6,,2.5,,-5.8,
,Nebraska,"5,026","4,656",370,,"5,441","5,001",440,,8.3,,7.4,,18.9,
,Nevada/h,/,/,/,,"12,537","11,452","1,085",,:,,:,,:,
,New Hampshire,"3,018","2,781",237,,"2,963","2,715",248,,-1.8,,-2.4,,4.6,
,New Jersey,"22,452","21,427","1,025",,"21,590","20,571","1,019",,-3.8,,-4,,-0.6,
,New Mexico,"6,931","6,276",655,,"7,021","6,348",673,,1.3,,1.1,,2.7,
,New York,"53,550","51,193","2,357",,"52,518","50,192","2,326",,-1.9,,-2,,-1.3,
,North Carolina,"36,922","34,430","2,492",,"37,096","34,455","2,641",,0.5,,0.1,,6,
,North Dakota/c,"1,576","1,419",157,,"1,718","1,514",204,,9,,6.7,,29.9,
,Ohio,"51,729","47,579","4,150",,"51,519","47,311","4,208",,-0.4,,-0.6,,1.4,
,Oklahoma,"27,547","24,769","2,778",,"27,650","24,799","2,851",,0.4,,0.1,,2.6,
,Oregon,"15,517","14,212","1,305",,"15,075","13,799","1,276",,-2.8,,-2.9,,-2.2,
,Pennsylvania/c,"51,422","48,760","2,662",,"50,694","47,936","2,758",,-1.4,,-1.7,,3.6,
,Rhode Island/f,"3,361","3,169",192,,"3,359","3,201",158,,-0.1,,1,,-17.7,
,South Carolina,"22,060","20,669","1,391",,"21,401","20,032","1,369",,-3,,-3.1,,-1.6,
,South Dakota/c,"3,682","3,240",442,,"3,608","3,199",409,,-2,,-1.3,,-7.5,
,Tennessee,"28,521","26,069","2,452",,"28,769","26,160","2,609",,0.9,,0.3,,6.4,
,Texas,"168,280","154,450","13,830",,"166,043","151,717","14,326",,-1.3,,-1.8,,3.6,
,Utahc,"7,077","6,415",662,,"7,026","6,364",662,,-0.7,,-0.8,,0,
,Vermont/f,"2,078","1,924",154,,"1,979","1,823",156,,-4.8,,-5.2,,1.3,
,Virginia,"36,982","34,133","2,849",,"37,544","34,529","3,015",,1.5,,1.2,,5.8,
,Washington,"17,984","16,535","1,449",,"18,120","16,666","1,454",,0.8,,0.8,,0.3,
,West Virginia,"6,824","6,016",808,,"6,896","6,065",831,,1.1,,0.8,,2.8,
,Wisconsing,"22,471","21,232","1,239",,"22,597","21,219","1,378",,:,,:,,:,
,Wyoming,"2,310","2,050",260,,"2,383","2,106",277,,3.2,,2.7,,6.5,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held.",,,,,,,,,,,,,,,
/Not reported. Estimated count added into state and U.S. jurisdictional totals. See Methodology.,,,,,,,,,,,,,,,
: Not calculated.,,,,,,,,,,,,,,,
"a/Includes imputed counts for Alaska, which did not submit 2014 National Prisoner Statistics (NPS) Program data in time to be included in this report. See Methodology.",,,,,,,,,,,,,,,
b/Includes inmates held in nonsecure privately operated community corrections facilities and juveniles held in contract facilities.,,,,,,,,,,,,,,,
c/State has updated 2013 population counts.,,,,,,,,,,,,,,,
d/Alaska did not submit sex-specific jurisdiction counts in NPS in 2013. See Methodology.,,,,,,,,,,,,,,,
"e/Alaska did not submit 2014 NPS data in time for this report, but jurisdiction totals were obtained from a report to the state legislature. See Methodology for details on imputation of 2014 data.",,,,,,,,,,,,,,,
f/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
"g/State has changed reporting methodology, so 2014 counts are not comparable to those published for earlier years. See Jurisdiction notes.",,,,,,,,,,,,,,,
h/Nevada did not submit 2013 NPS data in time for this report. See Methodology for details on imputation of 2013 data that were used in state and U.S. totals.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics, 2013–2014.",,,,,,,,,,,,,,,
